1820,MGEE,1
1821,MGPI,1
1822,MGRC,1
1823,MKC,1
1824,MKL,1
1825,MLHR,1
1826,MNR,1
1827,MOD,1
1828,MSA,1
1829,MSCC,1
1830,MSEX,1
1831,MTSC,1
1832,MTW,1
1833,MTZ,1
1834,MXIM,1
1835,MXWL,1
1836,NAVG,1
1837,NBBC,0
1838,NDSN,1
1839,NE,1
1840,NEWP,0
1841,NNN,1
1842,NSSC,1
1843,NTRS,1
1844,NWLI,1
1845,NWN,1
1846,ODC,1
1847,ODP,1
1848,OII,1
1849,OMC,1
1850,ONB,1
1851,ORBK,1
1852,ORI,1
1853,OSK,1
1854,OTTR,1
1855,PAYX,1
1856,PBCT,1
1857,PDCE,1
1858,PKOH,1
1859,PLAB,1
1860,PLXS,1
1861,PNK,1
1862,POWL,1
1863,PTC,1
1864,PTSI,1
